"TAZ","access_nearby_sov","access_transit","access_walk","N_NH_K12_All_sov_AM","N_NH_K12_All_sov_MD","N_NH_K12_All_sov_PM","N_NH_K12_All_sov_NT","N_NH_K12_All_hov2_AM","N_NH_K12_All_hov2_MD","N_NH_K12_All_hov2_PM","N_NH_K12_All_hov2_NT","N_NH_K12_All_hov3_AM","N_NH_K12_All_hov3_MD","N_NH_K12_All_hov3_PM","N_NH_K12_All_hov3_NT","N_NH_K12_All_walkbike_AM","N_NH_K12_All_walkbike_MD","N_NH_K12_All_walkbike_PM","N_NH_K12_All_walkbike_NT","N_NH_OME_All_sov_AM","N_NH_OME_All_sov_MD","N_NH_OME_All_sov_PM","N_NH_OME_All_sov_NT","N_NH_OME_All_hov2_AM","N_NH_OME_All_hov2_MD","N_NH_OME_All_hov2_PM","N_NH_OME_All_hov2_NT","N_NH_OME_All_hov3_AM","N_NH_OME_All_hov3_MD","N_NH_OME_All_hov3_PM","N_NH_OME_All_hov3_NT","N_NH_OME_All_walkbike_AM","N_NH_OME_All_walkbike_MD","N_NH_OME_All_walkbike_PM","N_NH_OME_All_walkbike_NT","N_NH_OME_All_t_AM","N_NH_OME_All_t_MD","N_NH_OME_All_t_PM","N_NH_OME_All_t_NT","N_NH_O_All_sov_AM","N_NH_O_All_sov_MD","N_NH_O_All_sov_PM","N_NH_O_All_sov_NT","N_NH_O_All_hov2_AM","N_NH_O_All_hov2_MD","N_NH_O_All_hov2_PM","N_NH_O_All_hov2_NT","N_NH_O_All_hov3_AM","N_NH_O_All_hov3_MD","N_NH_O_All_hov3_PM","N_NH_O_All_hov3_NT","N_NH_O_All_auto_pay_AM","N_NH_O_All_auto_pay_MD","N_NH_O_All_auto_pay_PM","N_NH_O_All_auto_pay_NT","N_NH_O_All_walkbike_AM","N_NH_O_All_walkbike_MD","N_NH_O_All_walkbike_PM","N_NH_O_All_walkbike_NT","N_NH_O_All_t_AM","N_NH_O_All_t_MD","N_NH_O_All_t_PM","N_NH_O_All_t_NT","W_NH_EK12_All_sov_AM","W_NH_EK12_All_sov_MD","W_NH_EK12_All_sov_PM","W_NH_EK12_All_sov_NT","W_NH_EK12_All_hov2_AM","W_NH_EK12_All_hov2_MD","W_NH_EK12_All_hov2_PM","W_NH_EK12_All_hov2_NT","W_NH_EK12_All_hov3_AM","W_NH_EK12_All_hov3_MD","W_NH_EK12_All_hov3_PM","W_NH_EK12_All_hov3_NT","W_NH_EK12_All_walkbike_AM","W_NH_EK12_All_walkbike_MD","W_NH_EK12_All_walkbike_PM","W_NH_EK12_All_walkbike_NT","W_NH_O_All_sov_AM","W_NH_O_All_sov_MD","W_NH_O_All_sov_PM","W_NH_O_All_sov_NT","W_NH_O_All_hov2_AM","W_NH_O_All_hov2_MD","W_NH_O_All_hov2_PM","W_NH_O_All_hov2_NT","W_NH_O_All_hov3_AM","W_NH_O_All_hov3_MD","W_NH_O_All_hov3_PM","W_NH_O_All_hov3_NT","W_NH_O_All_walkbike_AM","W_NH_O_All_walkbike_MD","W_NH_O_All_walkbike_PM","W_NH_O_All_walkbike_NT","W_NH_O_All_t_AM","W_NH_O_All_t_MD","W_NH_O_All_t_PM","W_NH_O_All_t_NT","W_NH_WR_All_sov_AM","W_NH_WR_All_sov_MD","W_NH_WR_All_sov_PM","W_NH_WR_All_sov_NT","W_NH_WR_All_hov2_AM","W_NH_WR_All_hov2_MD","W_NH_WR_All_hov2_PM","W_NH_WR_All_hov2_NT","W_NH_WR_All_hov3_AM","W_NH_WR_All_hov3_MD","W_NH_WR_All_hov3_PM","W_NH_WR_All_hov3_NT","W_NH_WR_All_auto_pay_AM","W_NH_WR_All_auto_pay_MD","W_NH_WR_All_auto_pay_PM","W_NH_WR_All_auto_pay_NT","W_NH_WR_All_walkbike_AM","W_NH_WR_All_walkbike_MD","W_NH_WR_All_walkbike_PM","W_NH_WR_All_walkbike_NT"
2212,9.38238,3.84901,1.52082,0.0958031,0.241489,0.212016,0.237907,0.229109,0.576782,0.507523,0.558982,0.469419,1.15317,1.02643,1.0933,0.112149,0.157626,0.144283,0.124887,15.7138,162.086,80.0718,89.6807,12.413,97.4858,51.0256,57.1592,7.72065,72.7197,36.7239,41.403,1.43609,11.6766,6.14565,6.64776,0.293046,0.477704,0.821617,0.333098,4.61446,17.8332,12.4561,14.028,5.92519,19.4119,14.1472,14.0928,2.74518,9.14533,6.91082,7.57105,0.0189534,0.0515476,0.043891,0.0606754,1.82966,10.1537,6.07356,6.41186,0.630058,0.705404,1.37142,0.601513,1.11486,1.04734,1.9352,2.3864,1.22135,1.26199,2.44263,3.20974,0.776699,0.802894,1.5537,2.04176,0.00,0.00,0.00,0.00,43.4181,44.8828,86.8499,114.135,8.1565,8.20905,15.6958,20.2967,3.9213,3.96729,7.6088,9.86842,6.95003,6.7748,12.7648,16.175,0.478122,0.292344,1.04941,0.733994,3.36677,3.2392,6.05741,7.60136,0.97793,1.01093,1.9561,2.5707,0.891664,0.833235,1.53634,1.88853,0.0924046,0.0942113,0.183566,0.241781,0.707598,0.672851,1.2506,1.55711
2213,9.2285,3.71059,1.25282,0.167,0.44717,0.380298,0.450765,0.386015,1.0367,0.881161,1.02892,0.749487,1.96462,1.68759,1.90827,0.0951118,0.156697,0.142171,0.126003,15.1965,125.09,64.4439,72.5379,15.7662,89.4629,51.0739,58.3443,8.51781,59.8787,32.4965,37.2972,1.28351,8.74834,4.7366,4.92929,0.31256,0.322842,0.801021,0.251812,7.48652,24.49,18.534,21.8691,8.05503,24.0719,18.1076,18.3395,4.29075,12.9534,10.3042,11.8649,0.0395511,0.106242,0.0917985,0.123953,1.75715,8.13672,5.20099,5.32315,0.769139,0.739078,1.60802,0.639593,0.925349,0.884351,1.6282,2.01445,1.03735,1.08754,2.0864,2.73412,0.661529,0.693821,1.33078,1.74396,0.00,0.00,0.00,0.00,36.9833,38.7885,74.3959,97.4965,6.8988,7.04971,13.3777,17.2758,3.31819,3.40907,6.48614,8.39942,5.78568,5.73263,10.7404,13.6205,0.370249,0.210454,0.768003,0.526321,2.81279,2.75237,5.1226,6.43989,0.833066,0.873726,1.67575,2.19613,0.742093,0.704785,1.29428,1.59536,0.0780304,0.0807903,0.156061,0.204839,0.587791,0.569124,1.05395,1.31624
2214,9.302,1.9274,1.07746,0.118934,0.286375,0.248567,0.289268,0.290744,0.694491,0.606481,0.691015,0.58909,1.35883,1.20312,1.32214,0.106508,0.150883,0.139651,0.12183,21.5563,220.1,108.401,122.331,17.2373,133.444,68.7593,77.4679,10.5927,98.482,49.6135,56.4156,1.85261,15.9909,8.01329,8.81507,0.152029,0.125201,0.204737,0.0777055,5.88443,22.7773,15.434,17.8138,7.56675,24.4634,16.7754,16.7949,3.45461,11.2877,8.35925,9.41563,0.0181733,0.0519556,0.0411644,0.0611747,2.18191,12.9344,7.46137,7.9874,0.400783,0.297772,0.484684,0.26156,1.37815,1.26367,2.3429,2.9259,1.54613,1.56731,3.03561,4.03536,0.963811,0.977792,1.89257,2.51722,0.00,0.00,0.00,0.00,53.8829,54.669,105.816,140.738,10.1926,10.0479,19.2326,25.168,4.85876,4.81151,9.22668,12.1197,9.0572,8.66097,16.4012,21.054,0.602145,0.354877,0.97042,0.872643,4.1669,3.91987,7.35114,9.3402,1.21374,1.23155,2.38378,3.17043,1.10673,1.00805,1.86405,2.31798,0.114191,0.114613,0.223158,0.297203,0.904757,0.833746,1.54677,1.93766
2215,9.19774,1.99771,1.25894,0.107764,0.273667,0.221028,0.280561,0.25377,0.641827,0.517187,0.648939,0.497831,1.22009,0.984141,1.20762,0.0618535,0.100325,0.0838524,0.0829349,7.11718,31.4701,17.0653,18.9596,10.1321,36.3676,20.6234,23.0235,4.38454,17.301,10.2587,12.0027,0.817903,3.65343,1.81029,1.79358,0.101203,0.0838674,0.102957,0.0631914,4.78201,13.1307,9.89137,12.3474,6.09751,16.2081,10.3758,10.8396,2.73906,7.02413,5.58451,6.93877,0.0211704,0.0588175,0.0461729,0.0697031,1.06213,3.10813,2.19406,2.37107,0.338872,0.280172,0.338859,0.246466,0.680253,0.555486,0.94857,1.07265,0.448252,0.454196,0.876491,1.16387,0.277909,0.281855,0.543418,0.722024,0.00,0.00,0.00,0.00,15.5376,15.7591,30.3865,40.3691,3.48778,3.269,6.06184,7.68127,1.61417,1.53088,2.85294,3.65195,3.73651,3.26822,5.84538,7.03184,0.235889,0.156139,0.329874,0.355887,1.85068,1.56875,2.74439,3.21469,0.350011,0.355019,0.684604,0.909412,0.540332,0.439721,0.750338,0.846919,0.0329387,0.0329813,0.064015,0.0852334,0.410867,0.341712,0.590707,0.679587
2216,9.09115,3.15,1.71519,1.45568,1.05197,0.90682,0.646134,3.28664,2.38039,2.05413,1.4618,5.50402,4.03902,3.50594,2.50048,1.33636,0.917611,0.793727,0.528262,2.65747,8.39819,6.36314,7.04228,3.92295,11.0149,8.82473,10.0417,1.79963,5.37281,4.2454,4.94349,0.664219,2.46238,1.63675,1.65597,0.0905103,0.115642,0.205543,0.0805478,2.51462,6.12757,5.5603,6.25424,2.99225,6.2769,6.10253,5.51426,8.50368,8.07637,7.19076,6.05694,0.014011,0.0396423,0.0322712,0.0462123,0.907696,2.54164,2.09564,1.99677,0.268632,0.257067,0.53485,0.22373,36.6095,4.46441,18.5887,10.4422,12.4685,1.63163,6.52873,3.87402,4.85507,0.667773,2.59659,1.59436,0.00,0.00,0.00,0.00,18.1171,7.42309,17.9559,18.9847,1.20027,1.16283,2.24983,2.89591,0.559267,0.545881,1.05925,1.37028,1.27036,1.18014,2.23411,2.79746,0.136615,0.116525,0.254196,0.29252,5.34215,1.05465,3.31586,2.4373,0.133599,0.134787,0.266605,0.35159,0.146457,0.128412,0.233604,0.27933,0.0127292,0.0127113,0.0252439,0.033344,0.127301,0.110654,0.20048,0.238526
2217,9.39015,3.19913,1.8042,0.0657752,0.1664,0.147687,0.174354,0.152854,0.381934,0.341349,0.394865,0.296018,0.711484,0.649653,0.721605,0.0389689,0.0598568,0.0595245,0.0500028,3.15116,11.9397,8.26097,9.53137,4.57825,14.3727,10.8313,12.8408,2.17212,7.45559,5.47877,6.58478,0.370716,1.46842,0.980028,1.01083,0.0829269,0.0916157,0.170251,0.0764632,2.82411,7.43853,6.4151,7.6212,2.9445,6.68442,6.09033,5.88053,1.66117,4.15553,3.70936,4.23255,0.019109,0.0541822,0.0437304,0.0636557,0.640066,1.67008,1.42873,1.33267,0.237006,0.25309,0.452289,0.228623,0.143154,0.139975,0.26571,0.337586,0.183497,0.189692,0.371743,0.488003,0.113923,0.117952,0.231073,0.303393,0.00,0.00,0.00,0.00,6.36828,6.59328,12.9178,16.9587,1.16035,1.18455,2.30364,3.00263,0.557953,0.571676,1.11147,1.45362,1.00615,1.00553,1.94019,2.50107,0.0882233,0.0710237,0.152161,0.182446,0.447067,0.443916,0.850423,1.09023,0.143434,0.148497,0.290967,0.381945,0.11289,0.110339,0.209274,0.265878,0.0136325,0.0139211,0.0274417,0.0360834,0.0971771,0.0942588,0.178486,0.225687
2218,9.26113,3.19834,1.86156,0.145678,0.346858,0.315768,0.369549,0.343307,0.800361,0.733758,0.843413,0.667258,1.48412,1.39368,1.53477,0.139121,0.158762,0.157045,0.1245,9.33451,49.3147,28.7239,32.209,12.1477,45.9961,29.841,33.907,5.82954,25.9813,16.4096,19.0961,1.04443,5.0624,2.97686,3.01288,0.167327,0.171599,0.425285,0.137002,6.39006,16.8755,14.2594,16.7114,7.17088,16.497,13.8928,12.9347,3.72214,8.997,8.07139,9.13413,0.0408387,0.114106,0.0935395,0.133894,1.5485,4.58884,3.60679,3.4181,0.498205,0.452472,1.05437,0.408544,0.854648,0.712554,1.26366,1.43771,0.61205,0.614673,1.21689,1.60514,0.386009,0.387785,0.767709,1.01283,0.00,0.00,0.00,0.00,21.5795,21.6782,42.9166,56.6194,4.62131,4.36079,8.347,10.5682,2.16776,2.06804,3.98164,5.08006,4.68918,4.1457,7.64208,9.19531,0.267628,0.189952,0.522697,0.441679,2.36315,2.03886,3.69902,4.35371,0.486076,0.488286,0.966654,1.2753,0.671074,0.560075,0.99195,1.13018,0.0464304,0.0461744,0.0917568,0.121292,0.514749,0.43707,0.784663,0.910119
2219,9.02559,3.17183,1.71494,0.0367834,0.0866537,0.0809211,0.0894451,0.0863025,0.201085,0.18866,0.204612,0.173536,0.388184,0.373321,0.386782,0.0454395,0.0575387,0.0565611,0.0459316,1.87317,7.09526,4.6963,5.05465,2.67673,8.42152,5.97425,6.53238,1.1958,4.11294,2.91513,3.30116,0.323504,1.33023,0.850641,0.860838,0.062355,0.067484,0.132997,0.0534114,1.54865,3.85969,3.43121,3.81736,1.965,4.36349,3.94493,3.5023,0.930946,2.17381,2.03777,2.17399,0.00806999,0.0227456,0.0184667,0.0268175,0.52973,1.40273,1.19843,1.12716,0.185769,0.178979,0.355925,0.160468,0.126966,0.114465,0.210941,0.254245,0.125937,0.128719,0.253424,0.333933,0.077783,0.0796097,0.156702,0.206556,0.00,0.00,0.00,0.00,4.34844,4.45048,8.76034,11.547,0.856493,0.843989,1.63113,2.10026,0.404502,0.401685,0.778732,1.00804,0.808396,0.765494,1.45281,1.82188,0.0665329,0.0513691,0.132474,0.127964,0.372382,0.345585,0.647301,0.798529,0.0979489,0.100246,0.197326,0.260088,0.101944,0.0914998,0.167946,0.201766,0.00931515,0.0094175,0.0186326,0.0246066,0.0822921,0.0745607,0.137768,0.167053
2220,9.36421,3.36256,1.66413,9.51583,6.79625,5.7612,3.95011,21.7512,15.5569,13.1945,9.03551,36.378,26.2502,22.3458,15.3346,8.14327,5.56823,4.72592,3.07396,10.1362,28.4466,23.5037,26.3934,15.1392,40.3139,34.2553,39.6343,7.07086,19.7006,16.4427,19.3358,2.15688,3.35835,3.14947,2.56499,0.42686,0.381248,0.848271,0.336866,10.2449,24.9927,22.6748,25.6167,12.0835,24.8144,24.7605,22.6832,54.0095,46.686,40.613,32.0076,0.056412,0.156022,0.128514,0.183822,2.42644,5.1439,5.03698,4.3334,1.17124,1.15533,2.27259,1.04449,73.4702,9.37995,38.2805,21.4972,24.9836,3.39759,13.4013,7.93893,9.74335,1.40499,5.35869,3.30476,0.00,0.00,0.00,0.00,37.3412,16.371,38.7227,41.3385,2.78079,2.69254,5.09772,6.43934,1.30349,1.27664,2.42903,3.09353,2.86414,2.58699,4.72588,5.67308,0.186715,0.139874,0.344848,0.330009,11.0475,2.43767,7.20607,5.37102,0.291318,0.301364,0.589535,0.775674,0.405588,0.344993,0.605303,0.688047,0.0275857,0.0281248,0.0553555,0.0730005,0.31339,0.270947,0.481396,0.555859
2221,9.30711,3.40743,1.75526,0.214678,0.500607,0.457218,0.531338,0.509481,1.16019,1.06652,1.21752,1.00016,2.16901,2.04194,2.23209,0.150034,0.183508,0.186427,0.148627,18.7234,116.258,61.6241,67.4616,22.6936,98.9698,56.0937,60.593,10.7112,56.8493,32.2346,36.3609,1.82164,9.58064,5.03482,4.9035,0.27588,0.275544,0.665481,0.219355,9.81837,27.2185,21.8202,25.1555,12.5022,31.614,23.1337,20.7524,5.60871,13.7922,12.1248,13.6304,0.0541493,0.150983,0.124782,0.17837,2.23331,7.44004,5.48313,5.24318,0.84779,0.754294,1.61266,0.627003,2.24424,1.768,3.0453,3.28011,1.18984,1.19024,2.35322,3.11421,0.758557,0.758887,1.50038,1.98576,0.00,0.00,0.00,0.00,42.4066,42.4243,83.8742,111.009,10.1196,9.21292,17.3444,21.5197,4.68068,4.32614,8.20914,10.3031,11.1997,9.36514,16.7837,19.3214,0.531793,0.332434,0.945472,0.689539,5.93962,4.84714,8.54992,9.59461,0.955204,0.955588,1.88919,2.50041,1.75308,1.38474,2.37997,2.57199,0.09097,0.0900293,0.178751,0.237032,1.29547,1.04308,1.82354,2.01636
2222,9.12691,2.62022,1.70548,5.22702,3.73626,3.14512,2.17912,11.8589,8.51205,7.175,4.97106,19.7941,14.3749,12.1504,8.45523,4.64509,3.18995,2.69706,1.77273,5.94203,19.1925,14.5558,16.8365,8.82252,25.303,20.4291,24.2748,4.18654,12.7849,10.0611,12.044,1.17485,3.54011,2.48411,2.54946,0.144785,0.174169,0.24348,0.134393,5.90784,15.2692,13.1527,15.3319,6.97756,15.9693,14.7017,14.3772,29.2426,26.1454,22.3522,18.1252,0.0283164,0.0798284,0.0625548,0.0939712,1.79688,4.79153,4.02464,3.86356,0.46285,0.537994,0.762218,0.479608,67.7842,8.61866,34.6003,19.6766,23.0701,3.13027,12.1216,7.26202,8.98993,1.28586,4.83058,3.00129,0.00,0.00,0.00,0.00,33.859,14.2626,33.4985,35.7702,2.30519,2.23027,4.19377,5.42231,1.08437,1.05755,1.99179,2.59267,2.3631,2.15916,3.95816,4.92068,0.167172,0.128629,0.278262,0.313988,9.98572,2.07088,6.24238,4.64389,0.254764,0.258824,0.498268,0.662664,0.298517,0.257604,0.454165,0.540582,0.0240702,0.024155,0.0468209,0.062375,0.248687,0.215275,0.380966,0.453941
2223,9.39239,3.0873,1.89556,0.0626638,0.151232,0.136128,0.154074,0.153054,0.362408,0.33156,0.364267,0.30662,0.699833,0.654541,0.687822,0.0745013,0.0911288,0.0882138,0.070787,4.54058,21.993,12.1094,12.7915,6.16201,22.9855,13.3708,13.9434,2.73393,11.6049,6.95248,7.65097,0.587411,2.67873,1.46047,1.4272,0.0643208,0.0769785,0.129418,0.0585072,2.82715,7.56713,6.19034,6.96019,3.91663,9.97834,7.47916,6.57584,1.6793,4.09288,3.67821,3.9841,0.0133019,0.036784,0.0293833,0.0431876,0.808712,2.36492,1.89871,1.79875,0.214484,0.230534,0.381182,0.197025,0.388751,0.329008,0.580042,0.682319,0.314708,0.314852,0.611157,0.811275,0.197982,0.198128,0.384426,0.510478,0.00,0.00,0.00,0.00,11.068,11.0759,21.4915,28.5371,2.28507,2.16741,4.08978,5.25611,1.07705,1.03146,1.95456,2.52968,2.22469,1.99446,3.65052,4.50465,0.120688,0.0817145,0.199556,0.189964,1.09825,0.961293,1.73159,2.09733,0.249303,0.249479,0.484102,0.642775,0.308199,0.260267,0.458154,0.538351,0.0236121,0.0233741,0.0456463,0.0606792,0.238861,0.205538,0.366368,0.43736
2224,8.65263,2.37096,1.21779,0.0278977,0.0713194,0.0598233,0.0723008,0.066006,0.167054,0.140064,0.166824,0.13192,0.325003,0.274461,0.317422,0.0333347,0.0479048,0.0425149,0.03866,1.16789,4.10275,2.88844,3.43862,1.72312,5.17687,3.93259,4.80992,0.798853,2.5886,1.91428,2.35999,0.227047,0.986198,0.634301,0.698247,0.0304657,0.0431859,0.0603655,0.0317211,1.13064,2.97408,2.45493,2.98575,1.32631,3.13189,2.63317,2.7966,0.690074,1.7459,1.46031,1.71946,0.00476012,0.0136638,0.0107662,0.0161663,0.421277,1.205,0.926463,0.968579,0.0994828,0.119902,0.175572,0.107214,0.0652376,0.0612897,0.113514,0.143479,0.0777558,0.079378,0.153833,0.204694,0.0473654,0.0484405,0.0937693,0.124897,0.00,0.00,0.00,0.00,2.64853,2.70858,5.24376,6.98361,0.498153,0.497937,0.953484,1.25385,0.235597,0.236694,0.453154,0.598823,0.462399,0.449956,0.854501,1.1048,0.0388425,0.0313543,0.0683428,0.079664,0.199187,0.191237,0.358565,0.459675,0.0596707,0.0610222,0.118151,0.157333,0.0518874,0.0485783,0.0897444,0.113251,0.00562131,0.00567784,0.0110713,0.0147559,0.0451613,0.0419347,0.0772857,0.0968954
2225,9.51861,2.20988,1.00616,0.177995,0.46003,0.387109,0.474869,0.432121,1.10625,0.936037,1.12761,0.834545,2.06571,1.76887,2.06211,0.0804747,0.129143,0.118792,0.105572,13.2811,64.927,34.7953,37.8375,18.5698,70.9256,39.9767,43.4704,8.28904,35.5471,20.851,23.8424,1.23018,5.78726,2.7781,2.59374,0.113837,0.0726039,0.130879,0.0523041,8.21598,23.3248,17.9946,21.7383,10.1978,28.1322,18.6199,17.8081,4.69291,12.3185,10.2482,12.1816,0.0342916,0.0981614,0.077758,0.115362,1.44521,4.44178,3.29842,3.24566,0.404328,0.311194,0.471249,0.268433,1.32029,1.07682,1.84739,2.06505,0.837018,0.855062,1.65218,2.18379,0.528546,0.54025,1.04346,1.37949,0.00,0.00,0.00,0.00,29.5475,30.203,58.3399,77.1211,6.60588,6.22608,11.5802,14.5833,3.0809,2.94003,5.49635,6.99014,6.98335,6.08277,10.868,12.9046,0.32891,0.190363,0.431578,0.39728,3.57993,3.03382,5.32747,6.17608,0.665542,0.680334,1.31422,1.73717,1.03443,0.84343,1.44779,1.61953,0.062584,0.063177,0.122851,0.162729,0.782573,0.652466,1.13464,1.29549
2226,9.36729,3.21323,1.34537,0.102725,0.258211,0.228848,0.260947,0.250132,0.622725,0.555994,0.620905,0.497253,1.19956,1.09102,1.16943,0.20879,0.2214,0.204431,0.16233,7.76642,33.6382,18.0319,18.2502,11.2085,40.5858,22.3104,22.2841,4.68258,18.3451,10.7907,11.6006,1.34381,6.91304,3.6272,3.62717,0.0980104,0.193652,0.260826,0.123433,4.71509,12.9529,10.3609,11.65,6.77181,18.5863,12.7473,11.078,2.72136,6.87061,6.08183,6.6889,0.0190196,0.0529767,0.0430659,0.0621371,1.55397,5.25629,3.91251,3.89195,0.34837,0.372167,0.68777,0.306451,0.560492,0.469524,0.819516,0.942335,0.447126,0.451128,0.872415,1.15297,0.263227,0.266108,0.513518,0.679402,0.00,0.00,0.00,0.00,14.7154,14.8765,28.7078,37.9814,3.21456,3.04561,5.70091,7.24541,1.47373,1.41143,2.65384,3.39784,3.54541,3.19969,5.87106,7.20591,0.335819,0.27842,0.624777,0.682803,1.56028,1.35458,2.41545,2.87013,0.331461,0.335089,0.646637,0.855524,0.452848,0.376877,0.655319,0.750146,0.0312419,0.0312055,0.0605493,0.0803471,0.372482,0.311991,0.544098,0.626507
2227,9.39784,2.4159,1.71536,0.0709692,0.183236,0.155659,0.186075,0.170671,0.437391,0.373431,0.437869,0.334334,0.831148,0.719114,0.813576,0.137349,0.14757,0.132997,0.10822,4.04796,20.0207,11.9218,13.6364,5.45244,20.0668,13.3277,15.6051,2.64859,11.2193,7.22605,8.57554,0.676127,3.79241,2.15991,2.35015,0.0508221,0.112584,0.112816,0.0700917,3.09528,8.57654,6.94829,8.32251,3.49881,8.75995,7.0955,7.08466,1.85654,4.8638,4.09322,4.73459,0.015504,0.0439904,0.0345819,0.0515366,1.02125,3.55392,2.5423,2.59792,0.176779,0.208484,0.297975,0.182019,0.214703,0.206429,0.383363,0.493293,0.290447,0.29514,0.566147,0.751681,0.171522,0.174731,0.334256,0.444443,0.00,0.00,0.00,0.00,9.58877,9.76811,18.6884,24.8461,1.77586,1.78326,3.39147,4.47553,0.838257,0.84445,1.60319,2.1235,1.72159,1.69566,3.22431,4.20528,0.184037,0.157036,0.326073,0.40279,0.671359,0.655719,1.22844,1.59497,0.215984,0.220024,0.420999,0.559651,0.16913,0.162487,0.301565,0.388089,0.0203948,0.0205086,0.0395137,0.0526253,0.163301,0.150974,0.275222,0.344749
2228,9.81649,3.50027,1.00082,0.180001,0.438627,0.399237,0.456148,0.453588,1.09316,1.00233,1.12281,0.894434,2.07601,1.94719,2.08704,0.0624927,0.113407,0.120579,0.0976611,21.8106,131.916,64.8329,67.1229,27.8122,123.719,61.4318,60.3015,12.2751,65.7554,34.4889,36.8923,1.91636,9.73551,4.37596,3.73466,0.202335,0.0995122,0.404183,0.0809476,9.13116,27.2087,20.5084,22.8343,14.2466,42.3519,25.7954,21.2424,5.09133,13.3478,11.6588,12.853,0.0303259,0.084117,0.0707245,0.098491,1.63263,5.95383,4.37835,4.07777,0.785404,0.475116,1.1315,0.356649,1.52857,1.24439,2.19532,2.46529,1.01311,1.02009,1.99704,2.64638,0.649562,0.654058,1.28044,1.69681,0.00,0.00,0.00,0.00,36.3139,36.5662,71.5811,94.8634,7.87575,7.37163,13.9778,17.6837,3.70463,3.50725,6.69211,8.53021,7.99578,6.91644,12.6097,15.0039,0.334532,0.158324,0.587617,0.311915,4.18418,3.53711,6.37112,7.42575,0.817977,0.823682,1.61233,2.13688,1.18876,0.968363,1.71018,1.92582,0.0770354,0.0768349,0.151018,0.200548,0.898191,0.749442,1.33997,1.54268
2229,9.55857,3.32817,1.7071,0.12474,0.298132,0.277828,0.308514,0.30686,0.718145,0.680827,0.734493,0.608005,1.36701,1.33337,1.36803,0.135442,0.16376,0.165751,0.127891,9.95467,50.6664,27.6042,28.9215,13.3054,51.1305,29.4342,30.234,5.97145,26.4451,15.6757,17.0903,1.24793,6.16361,3.32163,3.2206,0.103742,0.146757,0.31699,0.101814,5.772,15.5617,12.9452,14.2967,7.88622,20.2919,15.3406,12.8197,3.38344,8.22597,7.62841,8.09774,0.0264612,0.0729975,0.0614172,0.0859295,1.56317,4.9215,3.91894,3.63978,0.36136,0.37633,0.855035,0.313944,0.887058,0.71706,1.24307,1.40006,0.591723,0.584057,1.14009,1.51347,0.370017,0.365223,0.712645,0.946464,0.00,0.00,0.00,0.00,20.6858,20.4173,39.8386,52.9107,4.58063,4.21161,7.91291,10.0192,2.13211,1.98313,3.7504,4.78898,4.829,4.15693,7.51746,9.01036,0.260031,0.185196,0.482044,0.418017,2.42092,2.02577,3.59446,4.19852,0.465951,0.459892,0.897333,1.19179,0.699639,0.56451,0.977298,1.10141,0.0440728,0.0430802,0.0844726,0.112485,0.533428,0.438884,0.769821,0.884174
2230,9.23911,1.97758,1.44959,0.0468939,0.121691,0.0991085,0.121005,0.11393,0.293453,0.239992,0.28736,0.227668,0.571018,0.469091,0.546261,0.065988,0.0812544,0.0702467,0.0615935,3.87764,25.8447,13.315,14.873,4.59716,21.5183,11.911,13.3311,2.23466,12.7642,7.00236,8.03278,0.481645,2.88583,1.4954,1.59544,0.030847,0.0580855,0.053919,0.0384366,2.10671,6.35937,4.69184,5.65001,2.75249,7.75772,5.25453,5.38481,1.25222,3.46883,2.71887,3.21458,0.00848135,0.0242555,0.0189349,0.0283846,0.667198,2.57712,1.69563,1.80201,0.112984,0.14599,0.163929,0.126966,0.314931,0.288657,0.516308,0.644448,0.334737,0.34222,0.651899,0.867874,0.208267,0.21316,0.405553,0.540249,0.00,0.00,0.00,0.00,11.6434,11.9168,22.6768,30.2028,2.20836,2.1984,4.12354,5.41503,1.05455,1.05507,1.97706,2.61092,2.03642,1.94846,3.59561,4.60948,0.116131,0.0871299,0.168184,0.214904,0.939712,0.884498,1.60838,2.0418,0.262274,0.268429,0.510892,0.680326,0.243906,0.224381,0.402053,0.503556,0.0246796,0.0249297,0.0478027,0.0637555,0.207307,0.190384,0.341942,0.426604
2231,9.21755,3.36366,1.82291,4.18756,2.94163,2.51937,1.73326,9.51267,6.69183,5.73624,3.94047,15.8818,11.2674,9.71284,6.67471,3.6608,2.45976,2.10634,1.37102,5.37522,19.0066,13.8695,15.0272,7.70433,22.5752,17.9909,19.967,3.59578,11.5723,8.92986,10.1537,1.01029,2.4759,1.94713,1.64483,0.174517,0.123471,0.411986,0.0989775,4.86783,11.7747,10.972,11.9624,5.78237,11.8015,12.1203,10.3211,23.59,20.2868,18.0319,14.1636,0.0293593,0.0809118,0.0682758,0.094091,1.23941,2.93138,2.79508,2.33411,0.494312,0.370907,1.08113,0.331858,58.5553,7.26094,29.8522,16.812,19.9381,2.65699,10.5042,6.2771,7.77655,1.09962,4.20294,2.615,0.00,0.00,0.00,0.00,30.4307,13.4317,31.7246,34.2654,2.36182,2.24775,4.29985,5.43848,1.09725,1.05574,2.03125,2.58696,2.489,2.23839,4.15843,5.04943,0.216663,0.16642,0.418246,0.404255,8.83162,1.92815,5.70469,4.30884,0.247309,0.250466,0.494304,0.650479,0.333937,0.280737,0.499082,0.569054,0.023672,0.0237319,0.0469923,0.0619856,0.264364,0.224652,0.402345,0.465081
